PI,A_1,A_2,transmittance,cte,strength,tg,SaScore,reward
Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(C(C)(C)CCCCCCCCC(C)(C)c5c#ccc6c5C(=O)N(C)C6=O)cc4C3=O)c(Cl)c2)cc1Cl,"63,159","822,388",72.95,57.37,83.66,227.41,3.83,0.299
None,549,872,0.0,0.0,0.0,0.0,0.0,0.0
None,361,684,0.0,0.0,0.0,0.0,0.0,0.0
None,6,489,0.0,0.0,0.0,0.0,0.0,0.0
None,"132,481","524,912",0.0,0.0,0.0,0.0,0.0,0.0
None,"311,14,560","502,879,224",0.0,0.0,0.0,0.0,0.0,0.0
None,"510,11","554,876",0.0,0.0,0.0,0.0,0.0,0.0
None,209,142,0.0,0.0,0.0,0.0,0.0,0.0
None,0,306,0.0,0.0,0.0,0.0,0.0,0.0
None,115,138,0.0,0.0,0.0,0.0,0.0,0.0
CC1=CC2(C)C3C(=O)N(C)C(=O)C3C1C1C(=O)N(C3C=CC(c4ccc(C)cc4)CC3)C(=O)C12,376,280,82.13,52.78,83.68,378.35,5.48,0.3316
None,430,284,0.0,0.0,0.0,0.0,0.0,0.0
None,"236,295","823,611",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2c1C,"112,562,494,153","566,96,846,172",70.58,43.52,105.03,341.22,2.64,0.4087
None,389,374,0.0,0.0,0.0,0.0,0.0,0.0
None,272,209,0.0,0.0,0.0,0.0,0.0,0.0
None,"44,89","17,251",0.0,0.0,0.0,0.0,0.0,0.0
None,308,488,0.0,0.0,0.0,0.0,0.0,0.0
None,309,625,0.0,0.0,0.0,0.0,0.0,0.0
CC1CCC(N2C(=O)c3ccc([Si](C)(C)O[Si](C)(C)c4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)=N1,499,538,69.06,56.25,94.12,273.46,3.95,0.2955
None,195,981,0.0,0.0,0.0,0.0,0.0,0.0
None,391,356,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2c1ccc1c(N3C(=O)C4CC5CC6C(=O)N(C)C(=O)C6CC5C4C3=O)cccc12,"211,351","965,221",79.66,52.78,109.4,411.76,4.08,0.3905
None,466,662,0.0,0.0,0.0,0.0,0.0,0.0
None,"256,72,118","186,62,982",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2cccc(C)c2cc1N1C(=O)c2ccc(C(=O)C3C=C4C(=O)N(C)C(=O)C4=CC3)cc2C1=O,"19,23","149,412",46.73,44.51,97.68,329.54,3.6,0.2358
CC1=CC=C(Oc2ccc(N3C(=O)C4C(C3=O)C3C5C=CC(C6C(=O)N(C)C(=O)C56)C43)cc2)C=CC1,458,353,79.73,33.4,85.47,380.74,5.55,0.362
None,"233,321,6,107,552","235,381,8,11,296",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccc3c4c(ccc(c1)c24)=CC(C)(N1C(=O)c2ccc([Si](C)(C)O[Si](C)(C)c4ccc5c(c4)C(=O)N(C)C5=O)cc2C1=O)C3,499,547,79.82,44.91,130.3,329.18,4.23,0.3802
None,101,999,0.0,0.0,0.0,0.0,0.0,0.0
None,"358,456","344,432",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2c(cc1Br)-c1ccc(N3C(=O)C4OC5C(=O)N(C)C(=O)C5C4C3=O)cc1C2,"471,15,499","460,70,521",75.93,26.46,99.12,399.92,4.06,0.416
None,448,648,0.0,0.0,0.0,0.0,0.0,0.0
None,90,603,0.0,0.0,0.0,0.0,0.0,0.0
None,154,475,0.0,0.0,0.0,0.0,0.0,0.0
None,532,428,0.0,0.0,0.0,0.0,0.0,0.0
None,171,644,0.0,0.0,0.0,0.0,0.0,0.0
None,183,707,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)Cc1cc(N3C(=O)c4cc5c(cc4C3=O)C3C=CC5C4C(=O)N(C)C(=O)C34)ccc1-2,217,528,76.54,28.25,95.96,424.44,4.76,0.3866
None,493,142,0.0,0.0,0.0,0.0,0.0,0.0
None,"339,298","248,924",0.0,0.0,0.0,0.0,0.0,0.0
C=C(c1cccc(-n2c(=O)c3c4ccccccc5c6c(=O)n(C)c(=O)c6c6ccccccc(c3c2=O)c6c54)c1)c1ccccc1C,"350,237","176,524",0.6,40.15,231.21,352.25,3.37,0.0036
Cc1ccc2c(c1)Cc1cc(N3C(=O)C4(F)C5(F)C(=O)N(C)C(=O)C5(F)C4(F)C3=O)c(Br)cc1-2,362,521,76.7,45.13,102.5,311.59,4.68,0.3268
None,"158,360","568,310",0.0,0.0,0.0,0.0,0.0,0.0
None,73,297,0.0,0.0,0.0,0.0,0.0,0.0
None,420,364,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cccc2ccc3cc(N4C(=O)C56CCCCC57C(=O)N(C)C(=O)C75CCCCC56C4=O)ccc3c12,371,215,82.3,43.03,111.04,361.94,5.43,0.3572
None,59,796,0.0,0.0,0.0,0.0,0.0,0.0
None,77,295,0.0,0.0,0.0,0.0,0.0,0.0
None,544,30,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(F)c(N3C(=O)c4ccc(OC5=CC=C6C(=O)N(C)C(=O)C6(C)C5)cc4C3=O)c(F)cc2c1,"9,285","789,232",73.28,53.44,112.15,297.29,3.83,0.3376
None,"238,395","468,831",0.0,0.0,0.0,0.0,0.0,0.0
None,392,583,0.0,0.0,0.0,0.0,0.0,0.0
None,183,286,0.0,0.0,0.0,0.0,0.0,0.0
None,273,601,0.0,0.0,0.0,0.0,0.0,0.0
None,260,978,0.0,0.0,0.0,0.0,0.0,0.0
None,524,642,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(C)c(C)c2c(N3C(=O)C4C5C=CC(C6C(=O)N(C)C(=O)C56)C4C3=O)cccc2c1F,"575,204","741,113",80.42,24.12,99.14,457.65,4.96,0.4157
None,"347,8","466,670",0.0,0.0,0.0,0.0,0.0,0.0
None,39,284,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c(F)cc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)CC3C(=O)N(C)C(=O)C3C5)cc2)[Si](C)(C)C)cc1F,"245,556","930,319",73.25,60.52,90.93,325.08,4.12,0.3114
None,273,934,0.0,0.0,0.0,0.0,0.0,0.0
None,242,592,0.0,0.0,0.0,0.0,0.0,0.0
None,552,310,0.0,0.0,0.0,0.0,0.0,0.0
None,"32,481","222,946",0.0,0.0,0.0,0.0,0.0,0.0
None,174,1002,0.0,0.0,0.0,0.0,0.0,0.0
None,180,886,0.0,0.0,0.0,0.0,0.0,0.0
None,"145,139","188,636",0.0,0.0,0.0,0.0,0.0,0.0
None,90,505,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(CC2=CC=C(N3C(=O)c4ccc(C5(c6ccc7c(c6)C(=O)N(C)C7=O)CCc6ccccc65)cc4C3=O)C2C)cc1,202,915,75.76,58.67,89.74,320.35,4.05,0.3272
None,"286,400","460,845",0.0,0.0,0.0,0.0,0.0,0.0
None,489,945,0.0,0.0,0.0,0.0,0.0,0.0
None,106,737,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(C)c2ccccc2c1N1C(=O)c2ccc(C3C=CC(OC4=CC5C(=O)N(C)C(=O)C5C=C4)=CC3)cc2C1=O,116,630,84.2,42.23,87.5,351.4,4.36,0.3905
None,475,232,0.0,0.0,0.0,0.0,0.0,0.0
None,"35,340","5,966",0.0,0.0,0.0,0.0,0.0,0.0
None,41,444,0.0,0.0,0.0,0.0,0.0,0.0
None,65,632,0.0,0.0,0.0,0.0,0.0,0.0
None,199,736,0.0,0.0,0.0,0.0,0.0,0.0
None,483,104,0.0,0.0,0.0,0.0,0.0,0.0
None,261,482,0.0,0.0,0.0,0.0,0.0,0.0
None,300,487,0.0,0.0,0.0,0.0,0.0,0.0
None,241,726,0.0,0.0,0.0,0.0,0.0,0.0
None,556,271,0.0,0.0,0.0,0.0,0.0,0.0
None,"58,95","304,378",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2(c3ccc(N4C(=O)C5C6CC(C5C4=O)C4(CCC5(CC7CC5C5C(=O)N(C)C(=O)C75)C4=O)C6)cc3)C(=O)Nc3ccccc32)cc1,"92,473","794,228",83.26,34.24,92.09,435.05,6.94,0.3969
None,462,454,0.0,0.0,0.0,0.0,0.0,0.0
None,272,982,0.0,0.0,0.0,0.0,0.0,0.0
None,234,415,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccccc1N1C(=O)c2ccc(C(=O)C3=CCC4(C)C(=O)N(C)C(=O)C4=C3)cc2C1=O,295,984,64.57,41.22,152.03,330.75,3.48,0.3526
None,513,92,0.0,0.0,0.0,0.0,0.0,0.0
None,"325,197","952,877",0.0,0.0,0.0,0.0,0.0,0.0
None,335,155,0.0,0.0,0.0,0.0,0.0,0.0
None,"202,146","947,322",0.0,0.0,0.0,0.0,0.0,0.0
None,44,734,0.0,0.0,0.0,0.0,0.0,0.0
None,271,932,0.0,0.0,0.0,0.0,0.0,0.0
None,"406,434","802,24",0.0,0.0,0.0,0.0,0.0,0.0
None,163,691,0.0,0.0,0.0,0.0,0.0,0.0
None,434,447,0.0,0.0,0.0,0.0,0.0,0.0
None,271,655,0.0,0.0,0.0,0.0,0.0,0.0
None,534,648,0.0,0.0,0.0,0.0,0.0,0.0
None,402,199,0.0,0.0,0.0,0.0,0.0,0.0
None,291,384,0.0,0.0,0.0,0.0,0.0,0.0
None,202,444,0.0,0.0,0.0,0.0,0.0,0.0
None,"101,134,192","803,114,864",0.0,0.0,0.0,0.0,0.0,0.0
None,"316,151","482,920",0.0,0.0,0.0,0.0,0.0,0.0
None,138,509,0.0,0.0,0.0,0.0,0.0,0.0
None,"331,505,246","69,945,126",0.0,0.0,0.0,0.0,0.0,0.0
None,537,340,0.0,0.0,0.0,0.0,0.0,0.0
None,44,540,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccccc1N=Nc1ccccc1N1C(=O)C2=CCC(c3ccc4c(c3)C(=O)N(C)C4=O)C=C2C1=O,23,6,59.31,47.62,101.22,340.21,3.69,0.2946
CC1=CCC=C(Oc2ccc(N3C(=O)C4=CC=CC(c5ccc6c(c5)C(=O)N(C)C6=O)C4C3=O)cc2)C=C1,522,343,80.35,56.55,96.61,320.73,4.07,0.3529
None,208,65,0.0,0.0,0.0,0.0,0.0,0.0
None,159,859,0.0,0.0,0.0,0.0,0.0,0.0
CC1=Cc2cc(N3C(=O)C4C5C=CC(C6C(=O)N(C)C(=O)C56)C4C3=O)ccc2CC1,"201,575","206,790",78.2,26.14,104.67,410.14,4.97,0.3868
Cc1ccc2c(c1)[nH]c(=O)c1cc(N3C(=O)C4=CCCC(c5ccc6c(c5)C(=O)N(C)C6=O)=C4C3=O)ccc12,517,499,0.7,13.07,155.0,357.04,3.06,0.0046
None,231,546,0.0,0.0,0.0,0.0,0.0,0.0
None,"437,175","374,345",0.0,0.0,0.0,0.0,0.0,0.0
None,570,341,0.0,0.0,0.0,0.0,0.0,0.0
None,"80,438","1000,118",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(NC(=S)N2C(=O)C3C(C2=O)C2C4CC(C5C6C(=O)N(C)C(=O)C6C45)C32)cc1,"563,411","852,911",75.63,26.0,96.64,438.76,5.42,0.3788
None,104,443,0.0,0.0,0.0,0.0,0.0,0.0
None,296,798,0.0,0.0,0.0,0.0,0.0,0.0
None,477,812,0.0,0.0,0.0,0.0,0.0,0.0
None,402,780,0.0,0.0,0.0,0.0,0.0,0.0
None,183,746,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2cccc3cccc(N4C(=O)c5ccc(OC6=CCC7C(=O)N(C)C(=O)C7=C6)cc5C4=O)c23)cc1,22,90,34.24,50.0,96.25,324.68,3.46,0.1704
Cc1ccc2cc3c(F)c(N4C(=O)C5(F)C6C(=O)N(C)C(=O)C6C5(F)C4=O)cc(F)c3cc2c1,"331,373","998,617",76.06,14.74,116.42,367.59,4.45,0.4154
None,"88,241","228,990",0.0,0.0,0.0,0.0,0.0,0.0
None,112,335,0.0,0.0,0.0,0.0,0.0,0.0
None,223,360,0.0,0.0,0.0,0.0,0.0,0.0
None,65,649,0.0,0.0,0.0,0.0,0.0,0.0
None,530,448,0.0,0.0,0.0,0.0,0.0,0.0
None,381,547,0.0,0.0,0.0,0.0,0.0,0.0
None,50,159,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(N2C(=O)c3ccc(C#CCCCCC#Cc4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)c2ccccc12,218,261,1.37,57.1,131.78,227.83,2.94,0.0067
None,"565,379","625,162",0.0,0.0,0.0,0.0,0.0,0.0
None,117,371,0.0,0.0,0.0,0.0,0.0,0.0
None,"105,206","832,235",0.0,0.0,0.0,0.0,0.0,0.0
None,66,88,0.0,0.0,0.0,0.0,0.0,0.0
None,"458,325","92,892",0.0,0.0,0.0,0.0,0.0,0.0
None,389,265,0.0,0.0,0.0,0.0,0.0,0.0
None,399,120,0.0,0.0,0.0,0.0,0.0,0.0
C=Cc1ccc2c(c1)C(c1ccc3c(c1)C(=O)N(C)C3=O)(c1ccc3c(c1)C(=O)N(c1ccc4c(ccc5cc(C)ccc54)c1)C3=O)c1cc(C=C)ccc1-2,"150,117","410,977",1.21,54.74,130.65,369.36,3.39,0.0063
None,184,811,0.0,0.0,0.0,0.0,0.0,0.0
None,"449,468","954,789",0.0,0.0,0.0,0.0,0.0,0.0
None,45,270,0.0,0.0,0.0,0.0,0.0,0.0
None,177,143,0.0,0.0,0.0,0.0,0.0,0.0
None,309,359,0.0,0.0,0.0,0.0,0.0,0.0
None,"92,415","960,614",0.0,0.0,0.0,0.0,0.0,0.0
None,429,325,0.0,0.0,0.0,0.0,0.0,0.0
None,"440,264","51,477",0.0,0.0,0.0,0.0,0.0,0.0
None,"127,487","384,657",0.0,0.0,0.0,0.0,0.0,0.0
None,308,323,0.0,0.0,0.0,0.0,0.0,0.0
None,"219,565,225","992,627,459",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2ccccc2c2cc(N3C(=O)c4ccc(-c5c6ccccc6cc6cc7c(cc56)C(=O)N(C)C7=O)cc4C3=O)ccc12,74,194,0.26,32.45,183.31,376.69,2.84,0.0017
None,54,255,0.0,0.0,0.0,0.0,0.0,0.0
None,525,619,0.0,0.0,0.0,0.0,0.0,0.0
None,369,649,0.0,0.0,0.0,0.0,0.0,0.0
None,490,879,0.0,0.0,0.0,0.0,0.0,0.0
None,553,140,0.0,0.0,0.0,0.0,0.0,0.0
None,527,716,0.0,0.0,0.0,0.0,0.0,0.0
None,33,233,0.0,0.0,0.0,0.0,0.0,0.0
None,30,853,0.0,0.0,0.0,0.0,0.0,0.0
None,80,329,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2ccc3ccc4ccc(N5C(=O)C6C7CCC(C8C(=O)N(C)C(=O)C78)C6C5=O)c5ccc2c3c45)cc1,"483,496","445,523",81.5,16.1,117.52,420.79,4.78,0.4421
None,425,338,0.0,0.0,0.0,0.0,0.0,0.0
None,420,209,0.0,0.0,0.0,0.0,0.0,0.0
None,56,488,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)CCc1cc(N3C(=O)c4ccc(C5(C6=CC7C(=O)N(C)C(=O)C7C=C6)c6ccccc6-c6ccccc65)cc4C3=O)ccc1CC2,47,919,52.31,38.43,97.69,387.21,4.11,0.2662
Cc1ccc(F)cc1N1C(=O)c2ccc([Si](C)(C)c3ccc4c(c3)C(=O)N(C)C4=O)cc2C1=O,571,7,72.09,17.33,128.09,310.83,2.81,0.4553
None,540,302,0.0,0.0,0.0,0.0,0.0,0.0
None,319,219,0.0,0.0,0.0,0.0,0.0,0.0
None,66,276,0.0,0.0,0.0,0.0,0.0,0.0
None,"304,503","18,50",0.0,0.0,0.0,0.0,0.0,0.0
None,"368,378","992,31",0.0,0.0,0.0,0.0,0.0,0.0
None,280,51,0.0,0.0,0.0,0.0,0.0,0.0
None,529,538,0.0,0.0,0.0,0.0,0.0,0.0
None,228,552,0.0,0.0,0.0,0.0,0.0,0.0
Cc1c#ccc2c(N3C(=O)C4C5CC(C6C(=O)N(C)C(=O)C56)C4C3=O)cccc12,572,191,76.09,32.33,121.47,444.68,5.45,0.3794
None,422,828,0.0,0.0,0.0,0.0,0.0,0.0
None,298,298,0.0,0.0,0.0,0.0,0.0,0.0
None,70,995,0.0,0.0,0.0,0.0,0.0,0.0
None,"326,286,322","667,811,164",0.0,0.0,0.0,0.0,0.0,0.0
None,392,988,0.0,0.0,0.0,0.0,0.0,0.0
None,"302,114,494","510,96,875",0.0,0.0,0.0,0.0,0.0,0.0
None,40,75,0.0,0.0,0.0,0.0,0.0,0.0
None,501,287,0.0,0.0,0.0,0.0,0.0,0.0
None,"324,422","477,980",0.0,0.0,0.0,0.0,0.0,0.0
None,"151,216","738,510",0.0,0.0,0.0,0.0,0.0,0.0
None,448,574,0.0,0.0,0.0,0.0,0.0,0.0
None,260,948,0.0,0.0,0.0,0.0,0.0,0.0
None,36,827,0.0,0.0,0.0,0.0,0.0,0.0
None,490,591,0.0,0.0,0.0,0.0,0.0,0.0
None,"60,257","573,375",0.0,0.0,0.0,0.0,0.0,0.0
None,379,25,0.0,0.0,0.0,0.0,0.0,0.0
None,532,403,0.0,0.0,0.0,0.0,0.0,0.0
None,400,439,0.0,0.0,0.0,0.0,0.0,0.0
None,530,571,0.0,0.0,0.0,0.0,0.0,0.0
None,322,516,0.0,0.0,0.0,0.0,0.0,0.0
None,511,258,0.0,0.0,0.0,0.0,0.0,0.0
None,141,695,0.0,0.0,0.0,0.0,0.0,0.0
None,400,711,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)C1(c3ccccc3Oc3ccccc31)c1cc(-n3c(=O)c4cc(C)c5c(c(-c6ccc7c(c6)C(=O)OC7=O)cc6c(=O)n(C)c(=O)c65)c4c3=O)ccc1-2,"182,7","450,442",5.22,32.22,101.21,378.1,4.11,0.0273
None,"57,83,381","183,512,280",0.0,0.0,0.0,0.0,0.0,0.0
None,"127,326","221,817",0.0,0.0,0.0,0.0,0.0,0.0
None,247,605,0.0,0.0,0.0,0.0,0.0,0.0
None,"416,334","729,200",0.0,0.0,0.0,0.0,0.0,0.0
None,278,342,0.0,0.0,0.0,0.0,0.0,0.0
None,476,939,0.0,0.0,0.0,0.0,0.0,0.0
None,263,963,0.0,0.0,0.0,0.0,0.0,0.0
None,489,237,0.0,0.0,0.0,0.0,0.0,0.0
None,"80,111","450,337",0.0,0.0,0.0,0.0,0.0,0.0
None,"109,80","740,390",0.0,0.0,0.0,0.0,0.0,0.0
None,444,388,0.0,0.0,0.0,0.0,0.0,0.0
None,513,466,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N2C(=O)C3C=CC=C(Oc4ccc5c(c4)C(=O)N(C)C5=O)C3C2=O)cc2ccccc12,"7,435,527","13,987,257",79.07,43.81,110.45,310.63,3.64,0.3969
None,"474,259","225,842",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)OCCOCCOCCOc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)c(F)c4C3=O)ccc1OCCO2,344,390,51.83,62.29,101.02,282.6,3.62,0.2289
None,142,488,0.0,0.0,0.0,0.0,0.0,0.0
None,499,44,0.0,0.0,0.0,0.0,0.0,0.0
None,542,821,0.0,0.0,0.0,0.0,0.0,0.0
None,448,162,0.0,0.0,0.0,0.0,0.0,0.0
None,183,452,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(c1)C(F)(F)C(F)(F)c1cc(N3C(=O)C4(F)C5(F)C(=O)N(C)C(=O)C5(F)C4(F)C3=O)ccc1-2,362,620,80.06,23.11,114.73,300.22,4.85,0.3769
None,"60,447","183,426",0.0,0.0,0.0,0.0,0.0,0.0
None,73,240,0.0,0.0,0.0,0.0,0.0,0.0
CCc1cc2c(cc1-c1ccc(C)cc1)C(F)C(F)c1cc(N3C(=O)c4ccc(C(C5=CCC6C(=O)N(C)C(=O)C6C5)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1-2,"348,131","627,43",84.34,59.49,93.33,312.66,4.86,0.3158
Cc1cccc2ccc3c(N4C(=O)C5=CC(C(=O)c6ccc7c(c6)C(=O)N(C)C7=O)=CCC5C4=O)cccc3c12,"172,120,78","543,346,209",11.9,38.58,103.19,344.71,3.54,0.0633
None,241,7,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(-c2cc(C)cc(N3C(=O)C4C5C=CC(C4C3=O)C3C4C(=O)N(C)C(=O)C4C53)c2)cc1,458,407,77.97,21.04,103.83,421.79,5.01,0.3974
None,400,937,0.0,0.0,0.0,0.0,0.0,0.0
None,"99,7","924,884",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc2cccc(N3C(=O)C45CCCCC46C(=O)N(C)C(=O)C64CCCCC45C3=O)c2cc1C,"276,371","791,219",83.35,45.84,101.49,368.59,5.46,0.3545
Cc1cc2cc(N3C(=O)C4C5CC(C6C(=O)N(C)C(=O)C56)C4C3=O)cc3ccc4cccc1c4c32,"572,479","72,561",75.92,27.68,120.67,438.68,4.76,0.3974
None,"403,530,497","483,1000,480",0.0,0.0,0.0,0.0,0.0,0.0
None,266,991,0.0,0.0,0.0,0.0,0.0,0.0
None,"30,57","179,750",0.0,0.0,0.0,0.0,0.0,0.0
None,274,568,0.0,0.0,0.0,0.0,0.0,0.0
None,"142,80,63","1003,505,862",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(NNc2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(F)C3=O)cc2)cc1,365,820,46.49,19.91,96.06,429.94,4.09,0.2663
None,"297,257","15,791",0.0,0.0,0.0,0.0,0.0,0.0
None,67,688,0.0,0.0,0.0,0.0,0.0,0.0
None,442,371,0.0,0.0,0.0,0.0,0.0,0.0
None,146,295,0.0,0.0,0.0,0.0,0.0,0.0
None,"142,361","764,346",0.0,0.0,0.0,0.0,0.0,0.0
None,495,529,0.0,0.0,0.0,0.0,0.0,0.0
None,147,675,0.0,0.0,0.0,0.0,0.0,0.0
None,106,171,0.0,0.0,0.0,0.0,0.0,0.0
None,178,619,0.0,0.0,0.0,0.0,0.0,0.0
None,548,893,0.0,0.0,0.0,0.0,0.0,0.0
None,451,149,0.0,0.0,0.0,0.0,0.0,0.0
None,121,735,0.0,0.0,0.0,0.0,0.0,0.0
None,349,434,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(CC2=CC(Cl)(Cl)C(N3C(=O)c4cc5cc6ccccc6c(-c6ccc7c(c6)C(=O)N(C)C7=O)c5cc4C3=O)C=C2)cc1,74,841,21.2,47.69,94.72,345.93,3.74,0.1044
None,203,448,0.0,0.0,0.0,0.0,0.0,0.0
None,"526,495","702,496",0.0,0.0,0.0,0.0,0.0,0.0
None,"227,276,252","566,990,945",0.0,0.0,0.0,0.0,0.0,0.0
None,299,722,0.0,0.0,0.0,0.0,0.0,0.0
None,431,458,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2cc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)c(C)c3nc2c1C,562,876,72.96,40.35,102.03,363.82,2.92,0.4203
None,513,631,0.0,0.0,0.0,0.0,0.0,0.0
None,485,866,0.0,0.0,0.0,0.0,0.0,0.0
None,27,243,0.0,0.0,0.0,0.0,0.0,0.0
None,"278,400","4,430",0.0,0.0,0.0,0.0,0.0,0.0
None,118,888,0.0,0.0,0.0,0.0,0.0,0.0
None,"134,67","493,505",0.0,0.0,0.0,0.0,0.0,0.0
None,168,985,0.0,0.0,0.0,0.0,0.0,0.0
None,548,517,0.0,0.0,0.0,0.0,0.0,0.0
None,33,74,0.0,0.0,0.0,0.0,0.0,0.0
CCN1C(=O)C2CC(C3CC(=O)N(C)C3=O)c3ccc(C)cc3C2C1=O,"454,547","989,609",78.93,50.54,98.2,321.61,3.79,0.3741
None,402,650,0.0,0.0,0.0,0.0,0.0,0.0
None,273,459,0.0,0.0,0.0,0.0,0.0,0.0
None,179,462,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C2(c3ccc(N4C(=O)CC(C5CC6C(=O)N(C)C(=O)C6c6cc(C)ccc65)C4=O)cc3)c3ccccc3C(=O)c3ccccc32)cc1,"547,153","701,851",83.53,42.54,97.42,364.19,4.21,0.4031
Cc1ccc2c(c1)sc1cc(N3C(=O)c4ccc(C#Cc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)ccc12,493,529,1.51,49.84,104.32,280.04,2.81,0.008
None,554,528,0.0,0.0,0.0,0.0,0.0,0.0
None,"297,288","541,320",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(N2C(=O)C3C4(C)C(=O)N(C)C(=O)C4(C)C3(C)C2=O)cc2ccccc12,"103,375","257,176",71.85,45.43,97.86,403.7,4.07,0.3598
None,569,548,0.0,0.0,0.0,0.0,0.0,0.0
None,335,934,0.0,0.0,0.0,0.0,0.0,0.0
None,311,47,0.0,0.0,0.0,0.0,0.0,0.0
None,531,190,0.0,0.0,0.0,0.0,0.0,0.0
None,541,928,0.0,0.0,0.0,0.0,0.0,0.0
None,"510,282,284","520,772,450",0.0,0.0,0.0,0.0,0.0,0.0
None,197,570,0.0,0.0,0.0,0.0,0.0,0.0
None,90,279,0.0,0.0,0.0,0.0,0.0,0.0
None,475,981,0.0,0.0,0.0,0.0,0.0,0.0
None,419,298,0.0,0.0,0.0,0.0,0.0,0.0
None,364,358,0.0,0.0,0.0,0.0,0.0,0.0
None,"325,378","304,492",0.0,0.0,0.0,0.0,0.0,0.0
None,61,401,0.0,0.0,0.0,0.0,0.0,0.0
None,425,178,0.0,0.0,0.0,0.0,0.0,0.0
None,"17,468","13,356",0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(C)c2c(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)cccc12,"88,542","107,232",82.16,47.66,114.26,442.68,3.67,0.4477
None,462,243,0.0,0.0,0.0,0.0,0.0,0.0
None,"325,476","194,550",0.0,0.0,0.0,0.0,0.0,0.0
None,"294,383","497,374",0.0,0.0,0.0,0.0,0.0,0.0
None,"57,324","596,235",0.0,0.0,0.0,0.0,0.0,0.0
None,"153,133","325,186",0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(C)c2cccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5(F)C4C3=O)c2c1,372,110,77.7,31.67,122.91,431.6,3.94,0.4401
None,549,28,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc(CCN2C(=O)c3ccc(C#CCCCCC#Cc4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)cc1,"220,218","33,819",1.86,64.65,125.53,203.48,2.84,0.0087
None,452,630,0.0,0.0,0.0,0.0,0.0,0.0
None,359,977,0.0,0.0,0.0,0.0,0.0,0.0
None,"406,75,31","618,236,824",0.0,0.0,0.0,0.0,0.0,0.0
None,"156,2","980,305",0.0,0.0,0.0,0.0,0.0,0.0
None,"449,165,308","893,537,30",0.0,0.0,0.0,0.0,0.0,0.0
None,309,603,0.0,0.0,0.0,0.0,0.0,0.0
None,468,308,0.0,0.0,0.0,0.0,0.0,0.0
None,10,810,0.0,0.0,0.0,0.0,0.0,0.0
